id_empresa|nombre|logo|direccion|horario|descripcion|sitio_web|latitud|longitud|fecha_creacion
a9075c7fc5fa8496137a012348379f1fc12e4c8a|DON ROSALINO||Miraflores: Av. República de Panamá 5897 / San Borja: Av. Aviación 2667|De lunes a jueves de 12 m. a 3 p.m. y de 7 p.m. a 10 p.m. (Miraflores) / de lunes a jueves de 12:30 m. a 10 p.m. (San Borja)|Desde 1977, Don Rosalino mantiene la esencia de sus recetas italianas ahora complementadas con ingredientes y variantes de la gastronomía nacional. Esto hace a Don Rosalino único en su categoría, brindando la mejor experiencia de servicio en cada atención, y utilizando insumos de alta calidad para garantizar un producto único que se mantenga en la memoria y paladar de sus comensales.|http://www.donrosalino.com/|-12.121741332718637|-77.01793543434144|23-03-2015 06:00:00
6ec8a46ba188ec43b90a7de0e5ccd3f5691d82a8|CEBICHERÍA MARÍA PASTOR||Av. Cuba 1200, Jesús María|Horario de atención: de lunes a domingo de 7 p.m. a 10 p.m.|La Cebichería María Pastor está ubicada en el corazón de Jesús María y es el punto ideal para disfrutar de lo mejor en pescados, mariscos y comida criolla. Sus especialidades son el cebiche, la leche de tigre, el seco de cabrito y el arroz con pato, entre otros. La atención es de primera y las mesas siempre están listas para recibir a sus fieles comensales.|http://www.cebicheriamaria.com|-12.0750252|-77.0467066|23-03-2015 06:00:00
a9075c7fc5fa8496137a012348379f1fc12e4c8a|DON ROSALINO||Miraflores: Av. República de Panamá 5897 / San Borja: Av. Aviación 2667|De lunes a jueves de 12 m. a 3 p.m. y de 7 p.m. a 10 p.m. (Miraflores) / de lunes a jueves de 12:30 m. a 10 p.m. (San Borja)|Desde 1977, Don Rosalino mantiene la esencia de sus recetas italianas ahora complementadas con ingredientes y variantes de la gastronomía nacional. Esto hace a Don Rosalino único en su categoría, brindando la mejor experiencia de servicio en cada atención, y utilizando insumos de alta calidad para garantizar un producto único que se mantenga en la memoria y paladar de sus comensales.|http://es-es.facebook.com/donrosalinorestaurante|-12.121741332718637|-77.01793543434144|23-03-2015 06:00:00
0fe3d40725cd4af30fa563370641d87e4f7fc71e|MICALO CEVICHES Y TIRADITOS BAR||Av. Ariosto Matellini 641 Urb. Matellini, Chorrillos|De martes a viernes de 12 m. a 5 p.m.|MICALO ofrece desde el 2013 lo más sencillo del repertorio de la comida marina peruana en su máximo nivel de sabor: cebiches, tiraditos, leche de tigre GIGANTES, causas y chicharrones. Todos estos platos marinos son su es-pe-cia-li-dad. ¡Visítalos ya!|http://alturl.com/nv44p|-12.173586488120986|-77.00489453411103|23-03-2015 06:00:00
325bd4a54df6a4c4676ae2f2fe474419bbfdbe1d|BIG LILA CAFÉ|http://cde.2.ofertop.pe/est/1364.jpg?201503191646|Av. Rivera Navarrete 841, San Isidro|De lunes a viernes de 7 a.m. a 10 p.m. / sábado de 8 a.m. a 4 p.m.|Big Lila Café, es un lugar cómodo y reconfortante donde podrás disfrutar toda la carta que te ofrece con ideas novedosas y deliciosas. En Big Lila Café serás recibido con las puertas abiertas y serás atendido por un personal con experiencia en el rubro de cafetería.|http://es-la.facebook.com/BigLila|-12.095715331906174|-77.02651157665173|23-03-2015 06:00:00
ab4ce9deae33e87f73b49c6ab4cd7b8c100bce08|CIPRIANA RESTAURANTE||Calle Chamaya 153, Urb. Ponce, San Miguel|De lunes a viernes de 12 m. a 11 p.m.|Restaurante Cipriana es el único establecimiento en la zona especializado en comida peruana contemporánea preparada a base de carne fresca y sazonada con insumos de primera calidad. En Restaurante Cipriana, toman recetas de antaño y las transforman en presentaciones modernas que te harán sentir como si estuvieras en casa. Cuentan con una amplia variedad de platos, para todos los gustos, ya sea niños, jóvenes y adultos, lo que los cataloga como un espacio 100% familiar.|http://www.cipriana.pe/|-12.075245641124841|-77.08215707116392|23-03-2015 06:00:00
479f0d4b70bb19be63f1451f5eca669c631d0e71|PURO PERÚ||Av. Republica de Panamá 258, Barranco|Horario de atención: de martes a sábado de 12 m. a 5 p.m.|Puro Perú es un prestigioso restaurante con una variedad de platos peruanos, donde disfrutarás de una nueva propuesta con originales variedades culinarias de nuestras regiones. Encontrarás en su buffet los más exquisitos pescados y mariscos, comida criolla, platos calientes, ensaladas, salteados y chaufas, pastas, sushi & rolls, flambeados, y exquisitos postres.|http://www.puroperu.com.pe/|-12.140015933102077|-77.01745524655763|23-03-2015 06:00:00
9baa6dcf8d62e9e31064aaf0ffd9b9ac5f1235b3|BARRANCO BEER COMPANY||Av. Almirante Grau 308, Barranco|De lunes a domingo de 12 m. a 8 p.m.|Barranco Beer Company nacida de ideales cerveceros y costumbres peruanas, es una cervecería de concepto vanguardista, no obstante conserva las técnicas originales para la elaboración tradicional de la cerveza. Su especialidad son las cervezas tipo Craft-Artesanal, usando en su elaboración insumos de la más alta calidad, contando con el asesoramiento profesional continuo de cerveceros y microbiólogos para un buen control de calidad.|http://www.facebook.com/BarrancoBeerCompany|-12.1472730364287|-77.02219857344971|23-03-2015 06:00:00
884b64060009dd2db01745ab23804340db9f7868|NOVOTEL LIMA||Av. Victor Andrés Belaunde 198, San Isidro|De lunes a domingos de 6 a.m. a 10 a.m.|Novotel es una prestigiosa cadena hotelera con casi 400 hoteles en todo el mundo. Novotel Lima se encuentra estratégicamente ubicado en el distrito de San Isidro y cuenta con 208 habitaciones, 7 salas de reuniones, wi fi en todos sus ambientes, restaurante, bar, gimnasio, piscina y estacionamiento para ofrecer un servicio de calidad a sus huéspedes. Los servicios que ofrece lo convierten en el lugar ideal para viajes de negocios y de placer.|http://www.novotel.com/es/hotel-6339-novotel-lima/index.shtml|-12.096011|-77.03656649999999|23-03-2015 06:00:00
033939d81d9daad11ba695908e063d099231e988|EL PAPAPA||Av. Villarán 824, Surquillo (A 4 cuadras de la Av. Aviación)|De lunes a jueves de 4 p.m. a 12 a.m. / viernes y sábados de 4 p.m. a 1 a.m. / domingos de 4 p.m. a 12 a.m.|En El Papapa tienen la consigna de hacerte sentir “como en casa” con la estrella de su carta a la cabeza: sus salchipapas ofrecidas en distintas versiones elaboradas con frescos ingredientes y una gran variedad de salsas. Por ejemplo, La Tía de Huacho, La Prima; y El Papapa. Además, todos sus platos vienen acompañados de gaseosa ilimitada.^Y para los que prefieren cuidar la línea, también hay platos ligeros pero sabrosos como La Vecina y La Hermana. ¡Te invitamos a probar su deliciosa sazón!|http://www.facebook.com/elpapapa01/timeline|-12.12092838578219|-77.00302235221864|23-03-2015 06:00:00
